id,scheme_name,claim_text,report_text,synthetic_gold_label
32,PM Awas Yojana,Smart city projects under PM Awas Yojana have made the municipal services fully digital and integrated in Odisha.,"The road is reported incomplete or damaged in many stretches, leaving several habitations with only seasonal access. Electric meters installed but supply often limited to a few hours.",unfulfilled
71,PM-KISAN,PM-KISAN has eliminated open defecation in most areas of Tamil Nadu and constructed toilets in all target households.,Independent monitoring found electricity connections installed and many households reporting regular supply in several villages. Third-party monitors reported improved service indicators this year.,fulfilled
24,Poshan Abhiyaan,Smart city projects under Poshan Abhiyaan have made the municipal services fully digital and integrated in Odisha.,"Field verification in village panchayat, Odisha indicates that most households do have piped water and receive regular supply, corroborating the official claim. Third-party monitors reported improved service indicators this year.",fulfilled
54,Smart Cities Mission,Smart Cities Mission claims that farmer beneficiaries in Tamil Nadu have received timely financial assistance under the scheme.,Survey data is inconclusive; official dashboards show coverage but independent sample surveys indicate uneven implementation across the district.,uncertain
51,Atmanirbhar Bharat,"All rural households in district, Assam are reported to have received clean cooking fuel connections under Atmanirbhar Bharat.",On-ground reporting shows that electricity is available but often limited to a few hours a day; connection figures appear inflated. Many households reported receiving taps but no running water.,unfulfilled
30,PM-KISAN,PM-KISAN has successfully provided households in village panchayat of Assam with electricity connections and 24x7 supply.,"The road is reported incomplete or damaged in many stretches, leaving several habitations with only seasonal access. Payments were delayed by months according to farmer groups.",unfulfilled
29,Smart Cities Mission,"Smart Cities Mission reports that roads connecting habitations in municipality, Punjab are complete and motorable throughout the year.","Reports provide mixed findings: while some pockets in municipality, Punjab have benefited, other areas still face shortfalls and inconsistent delivery.",uncertain
70,PM Awas Yojana,PM Awas Yojana has successfully provided households in district of Haryana with electricity connections and 24x7 supply.,Independent monitoring found electricity connections installed and many households reporting regular supply in several villages. Beneficiary interviews corroborated receipt of benefits and regular services.,fulfilled
3,PM Awas Yojana,"All rural households in rural block, West Bengal are reported to have received clean cooking fuel connections under PM Awas Yojana.",Health facility mapping found that new primary health centres are functional and several programs are reaching intended beneficiaries. Local administrators confirmed household-level connections during surprise checks.,fulfilled
50,Pradhan Mantri Gram Sadak Yojana,Pradhan Mantri Gram Sadak Yojana claims that farmer beneficiaries in Kerala have received timely financial assistance under the scheme.,"The road is reported incomplete or damaged in many stretches, leaving several habitations with only seasonal access. Many households reported receiving taps but no running water.",unfulfilled
94,Atmanirbhar Bharat,The government has ensured that all households in village panchayat of Karnataka have access to piped water connections under Atmanirbhar Bharat.,Local NGOs report that large numbers of eligible farmers in Karnataka have not received the promised transfers or faced delays in payments. Many households reported receiving taps but no running water.,unfulfilled
83,Poshan Abhiyaan,Poshan Abhiyaan has successfully provided households in cluster of habitations of Assam with electricity connections and 24x7 supply.,"Media fact-checks reveal that toilets built under the program are not functional or lack water and maintenance, undermining ODF claims. Many households reported receiving taps but no running water.",unfulfilled
99,Ujjwala Yojana,Ujjwala Yojana has successfully provided households in district of Karnataka with electricity connections and 24x7 supply.,"The claim is partially supported by some administrative records, but local interviews and sample checks show variations that raise uncertainty.",uncertain
20,PM-KISAN,PM-KISAN claims that farmer beneficiaries in Rajasthan have received timely financial assistance under the scheme.,Local surveys confirm that a large majority of eligible families in Rajasthan received the promised benefits and subsidies under PM-KISAN. Beneficiary interviews corroborated receipt of benefits and regular services.,fulfilled
33,Smart Cities Mission,"All rural households in village panchayat, Madhya Pradesh are reported to have received clean cooking fuel connections under Smart Cities Mission.",Local NGOs report that large numbers of eligible farmers in Madhya Pradesh have not received the promised transfers or faced delays in payments. Toilets are unusable due to lack of water connections or broken pits.,unfulfilled
95,Pradhan Mantri Gram Sadak Yojana,Smart city projects under Pradhan Mantri Gram Sadak Yojana have made the municipal services fully digital and integrated in Tamil Nadu.,Independent monitoring found electricity connections installed and many households reporting regular supply in several villages. Third-party monitors reported improved service indicators this year.,fulfilled
90,Beti Bachao Beti Padhao,Beti Bachao Beti Padhao has achieved 100% coverage of targeted children for nutrition interventions in selected districts of Madhya Pradesh.,On-ground checks show that toilets were constructed in the majority of households in targeted areas and ODF status has improved. Local administrators confirmed household-level connections during surprise checks.,fulfilled
89,Pradhan Mantri Gram Sadak Yojana,"All rural households in cluster of habitations, West Bengal are reported to have received clean cooking fuel connections under Pradhan Mantri Gram Sadak Yojana.",Health facility mapping found that new primary health centres are functional and several programs are reaching intended beneficiaries. Beneficiary interviews corroborated receipt of benefits and regular services.,fulfilled
19,Jal Jeevan Mission,Jal Jeevan Mission has eliminated open defecation in most areas of Bihar and constructed toilets in all target households.,Official numbers and local reports diverge; further verification on selected samples is required to confirm the extent of coverage.,uncertain
10,Swachh Bharat Mission,Swachh Bharat Mission has successfully provided households in district of Rajasthan with electricity connections and 24x7 supply.,"Field verification in district, Rajasthan indicates that most households do have piped water and receive regular supply, corroborating the official claim. Third-party monitors reported improved service indicators this year.",fulfilled
31,Ujjwala Yojana,Ujjwala Yojana has successfully provided households in municipality of Maharashtra with electricity connections and 24x7 supply.,"The claim is partially supported by some administrative records, but local interviews and sample checks show variations that raise uncertainty.",uncertain
98,MGNREGA,Smart city projects under MGNREGA have made the municipal services fully digital and integrated in Gujarat.,"Media fact-checks reveal that toilets built under the program are not functional or lack water and maintenance, undermining ODF claims. Road construction stalled due to contractor disputes and monsoon damage.",unfulfilled
87,Ayushman Bharat,The health initiative Ayushman Bharat has set up the required number of primary health centres in Bihar and increased service coverage.,Official numbers and local reports diverge; further verification on selected samples is required to confirm the extent of coverage.,uncertain
68,Ujjwala Yojana,"All rural households in rural block, Odisha are reported to have received clean cooking fuel connections under Ujjwala Yojana.",On-ground checks show that toilets were constructed in the majority of households in targeted areas and ODF status has improved. Beneficiary interviews corroborated receipt of benefits and regular services.,fulfilled
